300;51;-52;6;188;-51;13
301;183;4;-55;184;21;-54
302;10;10;5;13;11;6
303;132;-52;-89;192;-51;-88
304;-209;-40;0;-208;-30;2
305;206;54;-1;207;55;2
306;-198;47;11;-196;49;13
307;78;14;1;116;16;2
308;-147;-54;-79;-144;-53;-78
309;-120;71;-13;-117;72;-9
310;-76;17;-68;-49;18;-67
311;-92;31;-77;-84;32;-76
312;106;4;-93;120;6;-92
313;-22;59;29;-20;70;30
314;186;-53;38;189;-52;70
315;199;41;26;200;44;28
316;118;11;7;131;12;9
317;12;74;57;13;88;58
318;-88;-21;-95;180;-20;-93
319;68;89;39;73;90;43
320;-88;-34;-98;183;-22;-97
321;218;54;-38;222;56;-37
322;113;-37;-98;182;-34;-97
323;-146;51;-14;-145;61;-13
324;213;-17;-90;214;27;-75
325;90;80;28;112;81;29
326;-73;22;-16;-64;23;-15
327;150;32;-73;151;35;-72
328;-148;-55;53;-144;-54;54
329;-63;25;-18;-62;27;-16
330;200;54;18;202;55;19
331;-176;-17;-60;-175;-16;31
332;-179;26;-86;-178;29;22
333;12;-52;-70;147;-51;-67
334;-146;16;-32;-143;18;-14
335;-152;-64;-37;-147;-63;66
336;-147;14;4;-29;15;5
337;105;-46;-98;181;-37;-97
338;-155;-55;-48;-154;-53;67
339;-106;0;26;-13;1;28
340;-108;87;39;-84;89;40
341;-130;10;12;-109;11;13
342;-26;-19;28;8;-18;29
343;162;48;13;173;49;14
344;18;-17;35;184;-15;36
345;50;21;-42;56;22;-41
346;152;-2;22;153;3;23
347;195;33;-24;213;34;-22
348;194;-6;81;203;-5;82
349;-170;48;59;-166;49;60
350;3;-17;-62;6;-16;-51
351;7;83;41;9;85;42
352;-34;5;43;-25;6;44
353;-167;26;80;-126;67;81
354;-186;58;-31;-179;59;1
355;103;86;33;127;87;34
356;-97;0;-97;-56;1;-96
357;-149;55;-62;-148;64;-61
358;117;20;-64;163;21;-62
359;-14;13;10;-7;14;11
360;9;49;29;10;51;31
361;-152;-43;81;91;-42;82
362;-98;16;-73;-84;17;-68
363;-8;-59;45;140;-53;46
364;198;-53;-75;207;-52;-21
365;2;4;43;15;5;44
366;-23;-14;80;-13;37;81
367;-172;-51;-85;-8;-50;-84
368;193;32;74;204;33;75
369;-140;18;-17;-126;19;-13
370;-146;-52;11;51;-51;13
371;-189;33;-11;-187;35;8
372;140;-54;-53;142;-53;-25
373;48;15;1;78;16;2
374;-98;-51;-89;30;-50;-88
375;-202;-53;-35;-182;-52;11
376;-80;-51;-95;107;-50;-94
377;221;36;-47;222;38;-43
378;-181;56;44;-179;59;45
379;214;-13;51;215;6;52
380;184;26;-83;185;29;-33
381;-96;15;-72;-77;16;-71
382;134;36;11;151;39;12
383;188;-9;-96;189;30;-95
384;-46;-1;41;3;1;42
385;-137;-55;66;141;-53;67
386;36;-52;-83;87;-51;-70
387;214;-26;34;215;11;37
388;-118;0;27;-106;1;28
389;5;-2;-39;6;3;-38
390;149;43;-57;150;46;-56
391;214;-39;56;215;0;57
392;-45;-2;40;-24;-1;42
393;-176;16;19;-172;17;20
394;2;28;51;16;29;53
395;-82;2;-96;-46;3;-95
396;-177;-21;0;-174;-20;28
397;142;39;-58;145;40;-56
398;-73;77;74;-5;79;75
399;-70;23;17;-17;24;18
400;-75;39;-54;-73;40;-51
401;-208;4;67;-207;26;70
402;213;42;-56;217;44;-55
403;137;0;26;164;1;29
404;214;-38;-30;215;0;-28
405;149;86;63;189;87;64
406;-176;4;1;-175;6;12
407;89;-52;-80;182;-51;-74
408;-208;-17;69;-207;4;75
409;164;-52;3;188;-51;6
410;86;4;16;166;5;18
411;-178;10;32;-177;11;46
412;98;20;11;120;21;12
413;119;19;-67;169;20;-65
414;-135;-54;-53;-134;-53;18
415;-65;-22;81;11;-19;82
416;-135;15;80;-126;26;81
417;3;6;-32;4;7;12
418;32;-57;-62;46;-53;-61
419;-159;54;-49;-158;58;-46
420;-206;30;-6;-203;31;46
421;-180;51;39;-179;55;43
422;-208;10;-39;-207;26;-21
423;3;-48;81;177;-47;82
424;4;2;-86;6;3;-85
425;-160;12;-36;-159;15;-18
426;117;-10;32;137;-9;33
427;-98;7;-87;-96;9;-86
428;171;-6;39;185;-4;40
429;-138;-54;-81;161;-53;-80
430;-106;40;22;-105;41;24
431;117;-52;-4;188;-51;3
432;-56;-20;-94;1;-19;-92
433;-104;-64;45;-84;-53;46
434;-170;39;-62;-169;48;-61
435;118;-9;-100;125;-4;-99
436;-179;30;-48;-178;31;26
437;-145;82;74;-80;84;75
438;-149;70;71;-26;72;72
439;210;-53;21;212;-52;69
440;-86;-10;-101;0;-8;-100
441;-25;95;52;-4;96;53
442;-62;67;74;31;68;80
443;-93;77;74;-73;79;75
444;-12;-52;36;3;-51;38
445;99;3;38;137;4;39
446;180;61;-39;188;62;-38
447;-92;11;9;-47;12;11
448;64;-63;45;141;-60;46
449;2;-19;-69;3;-17;-62
450;6;-17;27;7;1;28
451;87;15;-74;89;17;-73
452;-150;-60;56;-147;-58;57
453;-29;14;7;-11;15;8
454;-131;16;-63;-117;17;-62
455;-128;19;-15;-106;20;-11
456;-82;-52;-67;135;-51;-65
457;-196;32;-92;-187;33;-82
458;-102;-52;45;84;-51;50
459;8;32;23;10;35;24
460;-22;69;69;1;70;70
461;-160;-56;61;-159;-53;62
462;-137;52;-64;-134;56;-63
463;-124;28;4;-120;29;5
464;-158;53;-6;-155;54;-4
465;-125;11;-79;-105;12;-78
466;-130;42;14;-127;43;17
467;-149;15;-26;-147;17;-8
468;-113;0;24;-30;2;25
469;-126;6;-91;-55;7;-90
470;-195;4;-98;-185;23;-97
471;-89;-47;-98;181;-46;-97
472;128;23;7;159;28;8
473;-208;9;-7;-207;25;67
474;8;95;46;10;96;48
475;-68;40;-10;-66;41;-6
476;-108;66;-36;-106;67;-26
477;-151;-55;65;141;-53;66
478;-187;32;-1;-180;33;10
479;161;4;-98;167;5;-97
480;149;-64;-49;156;-63;-15
481;-163;-59;-88;-156;-57;-87
482;33;17;-1;57;18;0
483;-74;48;-15;-73;49;-13
484;9;-44;81;104;-43;82
485;-199;54;-23;-198;56;-21
486;-153;21;80;-135;26;81
487;-209;44;-29;-207;46;-27
488;13;52;45;14;86;46
489;108;48;80;183;61;81
490;46;56;80;108;67;81
491;97;66;70;142;67;73
492;-67;22;-46;-56;23;-33
493;172;-17;-97;176;-16;-96
494;19;79;69;40;80;70
495;117;-18;-98;166;-17;-97
496;-59;-11;37;-6;-10;39
497;-138;42;-14;-136;43;3
498;83;-3;41;97;-1;42
499;140;79;25;175;80;26
500;-99;21;-45;-84;23;-44
501;-18;12;12;-4;13;13
502;181;-82;71;182;-79;74
503;184;49;63;185;56;80
504;85;23;-47;102;24;-46
505;221;42;-54;224;45;-53
506;-164;-11;80;-126;15;81
507;-180;53;17;-175;54;18
508;-204;-2;79;-202;28;80
509;-172;74;38;-169;76;39
510;183;8;-98;184;9;-89
511;-137;-20;32;-78;-18;33
512;76;23;-43;86;24;-42
513;170;-16;-99;174;-12;-98
514;-77;23;-62;-76;26;-60
515;128;90;39;144;91;40
516;158;53;17;160;57;18
517;13;78;40;15;79;43
518;181;-21;4;185;-20;33
519;203;39;-58;205;44;-57
520;-145;68;-49;-143;70;-48
521;-160;54;-20;-157;55;-7
522;-126;85;37;-62;86;38
523;-129;72;-14;-121;73;-10
524;-154;7;-90;-142;8;-87
525;-157;-52;-52;44;-51;-50
526;-194;34;-2;-189;35;5
527;-136;10;11;-42;11;12
528;167;-52;-95;185;-51;-89
529;-72;-20;-96;0;-19;-94
530;-178;16;2;-177;23;25
531;-98;47;8;-97;52;9
532;-83;-14;-100;3;-13;-99
533;155;78;23;163;79;25
534;-178;21;-13;-177;23;2
535;159;15;-78;172;16;-77
536;-84;55;-24;-82;56;-10
537;-9;13;-64;-5;14;-8
538;-61;5;-94;-35;6;-93
539;167;18;-38;170;20;-4
540;30;60;25;33;61;26
541;-143;65;31;-136;68;32
542;-129;20;-27;-112;21;-19
543;-78;48;-8;-75;49;-7
544;83;24;-37;134;25;-32
545;-66;-52;-57;44;-51;-52
546;166;-13;-99;170;-12;-98
547;214;-8;-32;215;0;-30
548;11;22;33;13;24;37
549;37;10;15;49;11;16
550;149;45;8;153;46;9
551;54;-7;-100;118;-4;-99
552;-15;93;65;-6;94;67
553;4;-17;-45;6;-6;-39
554;162;-68;-87;164;-53;-86
555;6;3;-56;7;7;-50
556;59;3;40;96;4;41
557;-173;43;21;-172;48;22
558;-162;-1;-98;-49;0;-97
559;211;-25;-95;212;30;-94
560;-75;22;-45;-67;23;-25
561;-166;-14;-97;-159;-13;-96
562;136;12;-83;141;14;-82
563;-138;50;11;-137;51;19
564;125;55;19;130;57;20
565;109;-52;-74;147;-51;-70
566;-159;12;-51;-158;14;-46
567;-137;-11;36;-121;-10;38
568;-154;-62;57;-149;-61;58
569;-133;-27;-98;-88;-22;-97
570;5;53;27;6;54;29
571;167;-14;-99;170;-13;-98
572;128;53;18;132;56;19
573;-9;-61;-82;161;-56;-81
574;213;-39;66;214;27;68
575;-161;17;9;-160;18;13
576;182;-18;6;183;-16;12
577;-172;65;36;-171;70;37
578;49;17;-2;56;18;-1
579;-107;52;28;-106;55;30
580;40;21;80;46;37;81
581;-97;-57;-82;-9;-56;-81
582;-165;22;80;-153;26;81
583;-139;9;-83;-109;10;-82
584;-115;63;28;-107;65;29
585;-101;64;-14;-97;65;-9
586;157;20;-7;163;21;-6
587;177;20;-28;179;22;-25
588;-128;-64;-82;161;-61;-81
589;170;-83;76;172;-67;77
590;77;23;-24;153;24;-22
591;32;-52;41;187;-51;42
592;174;48;15;182;51;16
593;214;-15;-34;215;0;-32
594;-127;-9;35;-107;-8;36
595;89;38;15;102;40;16
596;110;-52;77;185;-51;79
597;-82;18;-66;-27;19;-64
598;-208;-1;-89;-207;27;-64
599;208;23;79;212;26;80
600;162;-47;80;185;-44;81
601;-155;13;-53;-153;15;-51
602;-126;-33;81;6;-32;82
603;68;28;12;105;29;13
604;156;58;-23;161;59;-22
605;135;-15;32;142;-10;33
606;136;4;39;181;5;40
607;24;91;60;34;92;61
608;-104;-52;-79;36;-51;-70
609;-195;-53;-74;-183;-52;-35
610;31;56;23;33;57;25
611;143;49;-33;145;51;-31
612;85;16;-2;125;17;0
613;-48;36;19;-39;37;20
614;-6;6;-98;-4;9;-97
615;-16;-1;27;-15;0;34
616;134;82;28;137;85;29
617;-175;88;68;-170;89;71
618;144;53;-8;147;54;-5
619;-74;16;-71;-53;17;-70
620;-152;12;-68;-149;14;-67
621;-170;55;6;-169;56;8
622;-138;13;-76;-135;15;-75
623;-166;81;74;-157;85;75
624;182;24;-26;183;26;-3
625;63;7;12;160;8;13
626;-129;69;69;-22;70;70
627;-185;-53;-83;-183;-52;-74
628;-26;-58;65;49;-55;67
629;54;-1;23;63;1;26
630;-152;30;15;-150;35;16
631;1;0;34;2;2;36
632;-132;-46;81;150;-45;82
633;-15;95;56;-10;96;59
634;-162;11;-3;-159;12;8
635;183;16;-15;184;21;16
636;-36;-63;45;64;-59;46
637;-45;14;5;-10;15;7
638;201;33;26;204;34;36
639;-153;47;-42;-149;48;-35
640;4;-9;-49;6;-6;-45
641;104;-52;-88;191;-51;-84
642;-163;5;20;-156;6;21
643;180;49;-64;182;50;-61
644;148;49;-43;150;51;-41
645;-70;25;-37;-69;27;-29
646;-178;12;-77;-177;24;-76
647;153;40;9;156;49;10
648;193;-45;-98;205;26;-97
649;-177;4;-45;-176;6;-36
650;179;62;-35;188;63;-34
651;177;78;26;179;79;28
652;24;4;20;26;5;21
653;11;9;-81;16;10;-80
654;-179;26;27;-177;28;29
655;140;43;13;158;44;14
656;-151;30;18;-146;31;20
657;-82;19;-71;-81;21;-58
658;18;76;30;28;78;31
659;-94;61;-6;-93;62;-5
660;197;33;3;201;35;11
661;-208;14;-92;-206;15;-91
662;-178;7;-15;-177;23;-13
663;-129;-20;-92;-96;-19;-91
664;167;55;-51;168;56;-46
665;-197;33;14;-195;34;50
666;-190;23;80;-182;25;81
667;200;-35;81;205;-23;82
668;106;89;40;115;91;41
669;-100;-29;81;-25;-28;82
670;-84;-10;38;185;-9;39
671;68;18;-7;117;20;-6
672;66;20;-13;106;22;-12
673;-2;-52;-85;104;-51;-84
674;134;23;-18;147;24;-17
675;177;-77;-93;179;-76;-91
676;178;-77;-91;180;-76;-89
677;-99;46;9;-98;52;10
678;-96;57;3;-95;58;4
679;-91;45;-64;-87;46;-63
680;8;4;32;15;5;33
681;63;18;-63;65;20;-62
682;-9;-51;74;20;-50;77
683;-159;65;-54;-155;66;-50
684;168;73;22;174;74;23
685;-116;13;4;-75;14;7
686;6;-12;9;7;3;10
687;-123;-4;32;-103;-3;33
688;-17;-9;-102;-10;-4;-101
689;51;-51;73;80;-50;77
690;125;68;68;154;71;69
691;-182;30;-87;-179;31;-81
692;164;1;29;173;2;31
693;7;-20;-39;9;-19;31
694;-135;18;-33;-131;20;-17
695;-103;64;-34;-101;65;-26
696;-141;94;53;-112;95;54
697;-39;-59;65;-35;-55;67
698;205;61;-41;208;62;-30
699;-62;3;40;-52;4;44
700;18;-23;-97;105;-21;-96
701;-199;32;20;-197;33;74
702;6;-17;35;18;-15;36
703;-165;-51;-67;-158;-50;-66
704;-166;-51;-41;-157;-50;26
705;122;78;25;123;80;26
706;156;87;30;178;88;32
707;-208;52;-45;-205;53;-42
708;-166;37;-65;-165;42;-64
709;144;23;-70;146;24;-24
710;-182;19;-96;-180;27;-95
711;-66;-13;36;-23;-12;38
712;-143;68;-52;-131;69;-49
713;-208;-45;-10;-207;-39;-8
714;-149;43;-44;-144;44;-38
715;-179;23;-73;-178;26;27
716;220;35;-44;221;37;-36
717;-158;14;-46;-150;15;-45
718;-93;18;-67;-82;19;-62
719;-63;-1;30;-16;0;34
720;5;73;36;8;74;37
721;-178;26;11;-176;27;18
722;213;12;-69;214;27;-59
723;-132;94;62;5;95;63
724;-139;70;70;-1;71;71
725;-202;31;28;-201;33;39
726;-157;12;-69;-147;13;-68
727;-162;-80;70;-159;-79;71
728;-67;-2;40;-45;-1;42
729;-107;-56;65;-39;-55;67
730;184;25;-84;185;29;-83
731;140;39;-51;141;42;-48
732;-125;34;6;-121;35;7
733;-181;42;39;-179;46;40
734;89;-21;28;181;-20;32
735;-99;-52;-59;44;-51;-57
736;-24;-19;29;-12;-17;30
737;-130;66;-55;-128;67;-51
738;207;-26;-97;210;26;-96
739;158;40;-69;160;43;-68
740;-135;-55;-14;-134;-54;46
741;6;39;51;8;41;52
742;183;-15;-59;184;-14;-47
743;60;-6;31;122;-5;32
744;-106;0;36;-85;1;37
745;-62;-52;0;117;-51;6
746;-208;-47;-33;-207;-35;-31
747;-147;53;-13;-145;57;-12
748;-1;-20;-82;2;-19;-69
749;1;-20;-13;4;-19;-1
750;193;-53;-83;206;-52;-75
751;-179;23;48;-177;24;51
752;-3;63;28;0;64;29
753;-83;-37;81;32;-36;82
754;-23;-51;73;20;-50;74
755;-62;33;-6;-61;34;-4
756;202;-37;81;205;-35;82
757;-167;56;-11;-164;57;-7
758;-153;-68;61;-152;-65;63
759;193;34;5;197;35;18
760;7;2;35;9;4;36
761;-191;33;-68;-186;34;-49
762;-106;17;-66;-79;18;-65
763;-177;25;-5;-176;27;11
764;218;51;-27;219;53;-25
765;-45;85;37;0;86;38
766;-182;39;28;-180;46;29
767;210;60;-35;212;61;-32
768;-63;21;-55;-54;22;-46
769;4;-13;-81;5;2;-79
770;-62;24;-12;-60;28;-11
771;-17;-35;81;17;-34;82
772;16;-13;-98;18;-12;-97
773;-59;-49;-97;45;-48;-96
774;141;24;-24;143;25;-23
775;119;91;42;146;92;43
776;-116;72;30;-93;75;31
777;-38;-57;45;-8;-53;46
778;16;6;22;17;7;23
779;35;-49;-98;181;-47;-97
780;-132;67;76;-62;68;79
781;148;-8;27;154;-7;28
782;-157;14;-49;-150;15;-46
783;-4;-19;-97;3;-18;-95
784;196;-53;-50;198;-52;-21
785;177;57;-51;184;58;-50
786;-47;-52;-3;117;-51;0
787;214;-17;-54;215;14;-51
788;-55;12;-81;-50;14;-80
789;11;-34;80;54;-29;81
790;-202;-52;-91;-194;-51;-90
791;14;26;21;15;33;23
792;-146;40;-47;-141;41;-44
793;11;15;18;13;16;20
794;-178;11;-47;-177;29;-44
795;183;15;11;184;16;29
796;196;61;11;198;62;14
797;-114;-17;34;-95;-15;36
798;167;39;10;173;40;11
799;-81;5;17;-54;7;19
800;46;69;26;48;74;27
801;104;55;22;108;61;23
802;-174;66;38;-173;72;39
803;183;94;47;185;95;51
804;-143;94;58;-116;95;60
805;138;18;-70;162;19;-68
806;-60;15;1;-39;17;2
807;-54;90;68;-34;92;69
808;-86;-51;-80;-74;-50;-79
809;-166;10;-10;-163;11;6
810;-91;2;40;-87;3;41
811;-50;-52;-64;89;-51;-61
812;12;9;-82;17;10;-81
813;-171;86;73;-135;87;74
814;-158;-62;59;-156;-53;60
815;128;45;15;131;48;16
816;-120;88;40;-80;89;41
817;208;31;-78;211;32;-59
818;-11;81;74;-2;84;75
819;176;-81;-85;179;-72;-84
820;-123;15;-68;-111;16;-67
821;-90;91;44;-83;93;45
822;157;13;-85;176;14;-83
823;42;-52;-86;104;-51;-85
824;12;24;50;16;27;51
825;-177;-2;-92;-176;7;-91
826;-92;76;30;-78;77;32
827;-139;-52;-63;-50;-51;-59
828;16;-42;-98;105;-34;-97
829;7;4;-8;8;7;3
830;-141;43;-21;-139;44;-4
831;-49;2;39;-43;3;43
832;18;14;-8;20;15;9
833;4;-52;28;142;-51;29
834;-106;61;-54;-104;62;-48
835;-50;21;-50;-42;22;-23
836;-166;74;73;-5;75;74
837;-130;24;-59;-129;27;-56
838;94;0;23;150;1;26
839;-72;45;-11;-71;46;-8
840;-57;21;17;-19;23;18
841;-83;53;-31;-81;54;-25
842;162;67;66;173;68;67
843;40;13;-75;48;15;-74
844;-31;19;-23;-26;20;-20
845;-137;35;9;-133;36;10
